"Plot Title: 1"
"#","Date Time, GMT-08:00","Temp, °C (LGR S/N: 9786028, SEN S/N: 9786028)","Coupler Attached (LGR S/N: 9786028)","Host Connected (LGR S/N: 9786028)","Coupler Detached (LGR S/N: 9786028)","Bad Battery (LGR S/N: 9786028)","End Of File (LGR S/N: 9786028)"
108,2019/12/01 11:00:00 PM,10.357,,,,,
109,2019/12/02 12:00:00 AM,10.259,,,,,
110,2019/12/02 01:00:00 AM,10.259,,,,,
111,2019/12/02 02:00:00 AM,10.259,,,,,
112,2019/12/02 03:00:00 AM,10.259,,,,,
113,2019/12/02 04:00:00 AM,10.259,,,,,
114,2019/12/02 05:00:00 AM,10.259,,,,,
115,2019/12/02 06:00:00 AM,10.161,,,,,
116,2019/12/02 07:00:00 AM,10.259,,,,,
117,2019/12/02 08:00:00 AM,10.259,,,,,
118,2019/12/02 09:00:00 AM,15.760,,,,,
119,2019/12/02 10:00:00 AM,20.710,,,,,
120,2019/12/02 11:00:00 AM,21.473,,,,,
121,2019/12/02 12:00:00 PM,21.569,,,,,
122,2019/12/02 01:00:00 PM,21.569,,,,,
123,2019/12/02 02:00:00 PM,21.569,,,,,
124,2019/12/02 03:00:00 PM,21.569,,,,,
125,2019/12/02 04:00:00 PM,21.569,,,,,
126,2019/12/02 05:00:00 PM,21.473,,,,,
127,2019/12/02 06:00:00 PM,21.378,,,,,
128,2019/12/02 07:00:00 PM,21.282,,,,,
129,2019/12/02 08:00:00 PM,21.473,,,,,
130,2019/12/02 09:00:00 PM,15.760,,,,,
131,2019/12/02 10:00:00 PM,10.748,,,,,
132,2019/12/02 11:00:00 PM,10.259,,,,,
133,2019/12/03 12:00:00 AM,10.161,,,,,
134,2019/12/03 01:00:00 AM,10.161,,,,,
135,2019/12/03 02:00:00 AM,10.161,,,,,
136,2019/12/03 03:00:00 AM,10.161,,,,,
137,2019/12/03 04:00:00 AM,10.161,,,,,
138,2019/12/03 05:00:00 AM,10.161,,,,,
139,2019/12/03 06:00:00 AM,10.161,,,,,
140,2019/12/03 07:00:00 AM,10.259,,,,,
141,2019/12/03 08:00:00 AM,10.161,,,,,
142,2019/12/03 09:00:00 AM,15.855,,,,,
143,2019/12/03 10:00:00 AM,20.901,,,,,
144,2019/12/03 11:00:00 AM,21.378,,,,,
145,2019/12/03 12:00:00 PM,21.378,,,,,
146,2019/12/03 01:00:00 PM,21.378,,,,,
147,2019/12/03 02:00:00 PM,20.805,,,,,
148,2019/12/03 03:00:00 PM,20.805,,,,,
149,2019/12/03 04:00:00 PM,20.805,,,,,
150,2019/12/03 05:00:00 PM,20.805,,,,,
151,2019/12/03 06:00:00 PM,20.805,,,,,
152,2019/12/03 07:00:00 PM,20.805,,,,,
153,2019/12/03 08:00:00 PM,20.805,,,,,
154,2019/12/03 09:00:00 PM,16.141,,,,,
155,2019/12/03 10:00:00 PM,11.431,,,,,
156,2019/12/03 11:00:00 PM,10.455,,,,,
157,2019/12/04 12:00:00 AM,10.259,,,,,
158,2019/12/04 01:00:00 AM,10.259,,,,,
159,2019/12/04 02:00:00 AM,10.161,,,,,
160,2019/12/04 03:00:00 AM,10.161,,,,,
161,2019/12/04 04:00:00 AM,10.161,,,,,
162,2019/12/04 05:00:00 AM,10.161,,,,,
163,2019/12/04 06:00:00 AM,10.161,,,,,
164,2019/12/04 07:00:00 AM,10.161,,,,,
165,2019/12/04 08:00:00 AM,10.161,,,,,
166,2019/12/04 09:00:00 AM,14.804,,,,,
167,2019/12/04 10:00:00 AM,19.662,,,,,
168,2019/12/04 11:00:00 AM,20.615,,,,,
169,2019/12/04 12:00:00 PM,20.710,,,,,
170,2019/12/04 01:00:00 PM,20.710,,,,,
171,2019/12/04 02:00:00 PM,20.805,,,,,
172,2019/12/04 02:36:43 PM,,Logged,Logged,,,
173,2019/12/04 02:37:25 PM,,,,Logged,,
174,2019/12/04 03:00:00 PM,20.901,,,,,
175,2019/12/04 04:00:00 PM,20.996,,,,,
176,2019/12/04 05:00:00 PM,20.615,,,,,
177,2019/12/04 06:00:00 PM,20.615,,,,,
178,2019/12/04 07:00:00 PM,20.615,,,,,
179,2019/12/04 08:00:00 PM,20.519,,,,,
180,2019/12/04 09:00:00 PM,15.760,,,,,
181,2019/12/04 10:00:00 PM,10.748,,,,,
182,2019/12/04 11:00:00 PM,10.259,,,,,
183,2019/12/05 12:00:00 AM,10.161,,,,,
184,2019/12/05 01:00:00 AM,10.259,,,,,
185,2019/12/05 02:00:00 AM,10.161,,,,,
186,2019/12/05 03:00:00 AM,10.161,,,,,
187,2019/12/05 04:00:00 AM,10.161,,,,,
188,2019/12/05 05:00:00 AM,10.161,,,,,
189,2019/12/05 06:00:00 AM,10.259,,,,,
190,2019/12/05 07:00:00 AM,10.161,,,,,
191,2019/12/05 08:00:00 AM,10.161,,,,,
192,2019/12/05 09:00:00 AM,15.187,,,,,
193,2019/12/05 10:00:00 AM,20.043,,,,,
194,2019/12/05 11:00:00 AM,20.615,,,,,
195,2019/12/05 12:00:00 PM,20.710,,,,,
196,2019/12/05 01:00:00 PM,20.615,,,,,
197,2019/12/05 02:00:00 PM,21.569,,,,,
198,2019/12/05 03:00:00 PM,21.569,,,,,
199,2019/12/05 04:00:00 PM,21.664,,,,,
200,2019/12/05 05:00:00 PM,21.760,,,,,
201,2019/12/05 06:00:00 PM,21.664,,,,,
202,2019/12/05 07:00:00 PM,21.664,,,,,
203,2019/12/05 08:00:00 PM,21.760,,,,,
204,2019/12/05 09:00:00 PM,16.427,,,,,
205,2019/12/05 10:00:00 PM,11.625,,,,,
206,2019/12/05 11:00:00 PM,10.748,,,,,
207,2019/12/06 12:00:00 AM,10.553,,,,,
208,2019/12/06 01:00:00 AM,10.455,,,,,
209,2019/12/06 02:00:00 AM,10.455,,,,,
210,2019/12/06 03:00:00 AM,10.455,,,,,
211,2019/12/06 04:00:00 AM,10.357,,,,,
212,2019/12/06 05:00:00 AM,10.357,,,,,
213,2019/12/06 06:00:00 AM,10.357,,,,,
214,2019/12/06 07:00:00 AM,10.357,,,,,
215,2019/12/06 08:00:00 AM,10.357,,,,,
216,2019/12/06 09:00:00 AM,15.378,,,,,
217,2019/12/06 10:00:00 AM,19.948,,,,,
218,2019/12/06 11:00:00 AM,20.805,,,,,
219,2019/12/06 12:00:00 PM,20.901,,,,,
220,2019/12/06 01:00:00 PM,20.996,,,,,
221,2019/12/06 02:00:00 PM,20.996,,,,,
222,2019/12/06 03:00:00 PM,21.091,,,,,
223,2019/12/06 04:00:00 PM,21.091,,,,,
224,2019/12/06 05:00:00 PM,21.473,,,,,
225,2019/12/06 06:00:00 PM,21.569,,,,,
226,2019/12/06 07:00:00 PM,21.664,,,,,
227,2019/12/06 08:00:00 PM,21.569,,,,,
228,2019/12/06 09:00:00 PM,16.332,,,,,
229,2019/12/06 10:00:00 PM,11.528,,,,,
230,2019/12/06 11:00:00 PM,10.748,,,,,
231,2019/12/07 12:00:00 AM,10.553,,,,,
232,2019/12/07 01:00:00 AM,10.455,,,,,
233,2019/12/07 02:00:00 AM,10.455,,,,,
234,2019/12/07 03:00:00 AM,10.455,,,,,
235,2019/12/07 04:00:00 AM,10.455,,,,,
236,2019/12/07 05:00:00 AM,10.455,,,,,
237,2019/12/07 06:00:00 AM,10.455,,,,,
238,2019/12/07 07:00:00 AM,10.455,,,,,
239,2019/12/07 08:00:00 AM,10.455,,,,,
240,2019/12/07 09:00:00 AM,15.664,,,,,
241,2019/12/07 10:00:00 AM,20.519,,,,,
242,2019/12/07 11:00:00 AM,21.378,,,,,
243,2019/12/07 12:00:00 PM,21.378,,,,,
244,2019/12/07 01:00:00 PM,21.473,,,,,
245,2019/12/07 02:00:00 PM,21.378,,,,,
246,2019/12/07 03:00:00 PM,21.473,,,,,
247,2019/12/07 04:00:00 PM,21.473,,,,,
248,2019/12/07 05:00:00 PM,21.378,,,,,
249,2019/12/07 06:00:00 PM,21.473,,,,,
250,2019/12/07 07:00:00 PM,21.473,,,,,
251,2019/12/07 08:00:00 PM,21.473,,,,,
252,2019/12/07 09:00:00 PM,15.664,,,,,
253,2019/12/07 10:00:00 PM,10.651,,,,,
254,2019/12/07 11:00:00 PM,10.259,,,,,
255,2019/12/08 12:00:00 AM,10.259,,,,,
256,2019/12/08 01:00:00 AM,10.259,,,,,
257,2019/12/08 02:00:00 AM,10.259,,,,,
258,2019/12/08 03:00:00 AM,10.259,,,,,
259,2019/12/08 04:00:00 AM,10.259,,,,,
260,2019/12/08 05:00:00 AM,10.259,,,,,
261,2019/12/08 06:00:00 AM,10.259,,,,,
262,2019/12/08 07:00:00 AM,10.259,,,,,
263,2019/12/08 08:00:00 AM,10.259,,,,,
264,2019/12/08 09:00:00 AM,16.141,,,,,
265,2019/12/08 10:00:00 AM,21.091,,,,,
266,2019/12/08 11:00:00 AM,21.378,,,,,
267,2019/12/08 12:00:00 PM,21.378,,,,,
268,2019/12/08 01:00:00 PM,21.378,,,,,
269,2019/12/08 02:00:00 PM,21.282,,,,,
270,2019/12/08 03:00:00 PM,20.901,,,,,
271,2019/12/08 04:00:00 PM,20.901,,,,,
272,2019/12/08 05:00:00 PM,20.901,,,,,
273,2019/12/08 06:00:00 PM,20.901,,,,,
274,2019/12/08 07:00:00 PM,20.996,,,,,
275,2019/12/08 08:00:00 PM,20.996,,,,,
276,2019/12/08 09:00:00 PM,15.855,,,,,
277,2019/12/08 10:00:00 PM,10.944,,,,,
278,2019/12/08 11:00:00 PM,10.357,,,,,
279,2019/12/09 12:00:00 AM,10.259,,,,,
280,2019/12/09 01:00:00 AM,10.161,,,,,
281,2019/12/09 02:00:00 AM,10.161,,,,,
282,2019/12/09 03:00:00 AM,10.161,,,,,
283,2019/12/09 04:00:00 AM,10.161,,,,,
284,2019/12/09 05:00:00 AM,10.161,,,,,
285,2019/12/09 06:00:00 AM,10.161,,,,,
286,2019/12/09 07:00:00 AM,10.161,,,,,
287,2019/12/09 08:00:00 AM,10.161,,,,,
288,2019/12/09 09:00:00 AM,15.282,,,,,
289,2019/12/09 10:00:00 AM,20.234,,,,,
290,2019/12/09 11:00:00 AM,20.901,,,,,
291,2019/12/09 12:00:00 PM,20.996,,,,,
292,2019/12/09 01:00:00 PM,20.996,,,,,
293,2019/12/09 02:00:00 PM,21.187,,,,,
294,2019/12/09 03:00:00 PM,21.473,,,,,
295,2019/12/09 04:00:00 PM,21.473,,,,,
296,2019/12/09 05:00:00 PM,21.569,,,,,
297,2019/12/09 05:06:15 PM,,Logged,,,,
298,2019/12/09 05:06:16 PM,,,Logged,,,
299,2019/12/09 05:06:39 PM,,,,Logged,,
300,2019/12/09 06:00:00 PM,20.615,,,,,
301,2019/12/09 07:00:00 PM,20.615,,,,,
302,2019/12/09 08:00:00 PM,20.615,,,,,
303,2019/12/09 09:00:00 PM,15.760,,,,,
304,2019/12/09 10:00:00 PM,10.944,,,,,
305,2019/12/09 11:00:00 PM,10.259,,,,,
306,2019/12/10 12:00:00 AM,10.259,,,,,
307,2019/12/10 01:00:00 AM,10.259,,,,,
308,2019/12/10 02:00:00 AM,10.259,,,,,
309,2019/12/10 03:00:00 AM,10.161,,,,,
310,2019/12/10 04:00:00 AM,10.161,,,,,
311,2019/12/10 05:00:00 AM,10.259,,,,,
312,2019/12/10 06:00:00 AM,10.259,,,,,
313,2019/12/10 07:00:00 AM,10.259,,,,,
314,2019/12/10 08:00:00 AM,10.259,,,,,
315,2019/12/10 09:00:00 AM,14.996,,,,,
316,2019/12/10 10:00:00 AM,19.853,,,,,
317,2019/12/10 11:00:00 AM,20.519,,,,,
318,2019/12/10 12:00:00 PM,20.710,,,,,
319,2019/12/10 01:00:00 PM,20.615,,,,,
320,2019/12/10 02:00:00 PM,21.282,,,,,
321,2019/12/10 03:00:00 PM,21.187,,,,,
322,2019/12/10 04:00:00 PM,21.187,,,,,
323,2019/12/10 05:00:00 PM,21.091,,,,,
324,2019/12/10 06:00:00 PM,21.187,,,,,
325,2019/12/10 07:00:00 PM,21.091,,,,,
326,2019/12/10 08:00:00 PM,21.091,,,,,
327,2019/12/10 09:00:00 PM,15.951,,,,,
328,2019/12/10 10:00:00 PM,11.139,,,,,
329,2019/12/10 11:00:00 PM,10.553,,,,,
330,2019/12/11 12:00:00 AM,10.357,,,,,
331,2019/12/11 01:00:00 AM,10.357,,,,,
332,2019/12/11 02:00:00 AM,10.357,,,,,
333,2019/12/11 03:00:00 AM,10.357,,,,,
334,2019/12/11 04:00:00 AM,10.357,,,,,
335,2019/12/11 05:00:00 AM,10.357,,,,,
336,2019/12/11 06:00:00 AM,10.357,,,,,
337,2019/12/11 07:00:00 AM,10.357,,,,,
338,2019/12/11 08:00:00 AM,10.357,,,,,
339,2019/12/11 09:00:00 AM,15.473,,,,,
340,2019/12/11 10:00:00 AM,20.329,,,,,
341,2019/12/11 11:00:00 AM,20.996,,,,,
342,2019/12/11 12:00:00 PM,21.091,,,,,
343,2019/12/11 01:00:00 PM,21.091,,,,,
344,2019/12/11 02:00:00 PM,21.091,,,,,
345,2019/12/11 03:00:00 PM,21.091,,,,,
346,2019/12/11 04:00:00 PM,21.091,,,,,
347,2019/12/11 05:00:00 PM,20.996,,,,,
348,2019/12/11 06:00:00 PM,21.091,,,,,
349,2019/12/11 07:00:00 PM,21.091,,,,,
350,2019/12/11 08:00:00 PM,21.091,,,,,
351,2019/12/11 09:00:00 PM,15.951,,,,,
352,2019/12/11 10:00:00 PM,11.139,,,,,
353,2019/12/11 11:00:00 PM,10.553,,,,,
354,2019/12/12 12:00:00 AM,10.455,,,,,
355,2019/12/12 01:00:00 AM,10.357,,,,,
356,2019/12/12 02:00:00 AM,10.455,,,,,
357,2019/12/12 03:00:00 AM,10.357,,,,,
358,2019/12/12 04:00:00 AM,10.455,,,,,
359,2019/12/12 05:00:00 AM,10.357,,,,,
360,2019/12/12 06:00:00 AM,10.357,,,,,
361,2019/12/12 07:00:00 AM,10.357,,,,,
362,2019/12/12 08:00:00 AM,10.455,,,,,
363,2019/12/12 09:00:00 AM,15.569,,,,,
364,2019/12/12 10:00:00 AM,20.329,,,,,
365,2019/12/12 11:00:00 AM,20.901,,,,,
366,2019/12/12 12:00:00 PM,21.282,,,,,
367,2019/12/12 01:00:00 PM,21.282,,,,,
368,2019/12/12 02:00:00 PM,21.282,,,,,
369,2019/12/12 03:00:00 PM,21.091,,,,,
370,2019/12/12 04:00:00 PM,21.187,,,,,
371,2019/12/12 05:00:00 PM,21.282,,,,,
372,2019/12/12 06:00:00 PM,21.282,,,,,
373,2019/12/12 07:00:00 PM,21.282,,,,,
374,2019/12/12 08:00:00 PM,21.282,,,,,
375,2019/12/12 09:00:00 PM,16.046,,,,,
376,2019/12/12 10:00:00 PM,11.236,,,,,
377,2019/12/12 11:00:00 PM,10.455,,,,,
378,2019/12/13 12:00:00 AM,10.357,,,,,
379,2019/12/13 01:00:00 AM,10.357,,,,,
380,2019/12/13 02:00:00 AM,10.357,,,,,
381,2019/12/13 03:00:00 AM,10.357,,,,,
382,2019/12/13 04:00:00 AM,10.357,,,,,
383,2019/12/13 05:00:00 AM,10.357,,,,,
384,2019/12/13 06:00:00 AM,10.357,,,,,
385,2019/12/13 07:00:00 AM,10.357,,,,,
386,2019/12/13 08:00:00 AM,10.357,,,,,
387,2019/12/13 09:00:00 AM,15.473,,,,,
388,2019/12/13 10:00:00 AM,20.329,,,,,
389,2019/12/13 11:00:00 AM,21.091,,,,,
390,2019/12/13 12:00:00 PM,21.282,,,,,
391,2019/12/13 01:00:00 PM,21.282,,,,,
392,2019/12/13 02:00:00 PM,16.713,,,,,
393,2019/12/13 03:00:00 PM,20.901,,,,,
394,2019/12/13 04:00:00 PM,21.282,,,,,
395,2019/12/13 05:00:00 PM,21.378,,,,,
396,2019/12/13 06:00:00 PM,21.282,,,,,
397,2019/12/13 07:00:00 PM,21.378,,,,,
398,2019/12/13 08:00:00 PM,21.378,,,,,
399,2019/12/13 09:00:00 PM,17.475,,,,,
400,2019/12/13 10:00:00 PM,12.787,,,,,
401,2019/12/13 11:00:00 PM,10.846,,,,,
402,2019/12/14 12:00:00 AM,10.553,,,,,
403,2019/12/14 01:00:00 AM,10.455,,,,,
404,2019/12/14 02:00:00 AM,10.455,,,,,
405,2019/12/14 03:00:00 AM,10.455,,,,,
406,2019/12/14 04:00:00 AM,10.553,,,,,
407,2019/12/14 05:00:00 AM,10.455,,,,,
408,2019/12/14 06:00:00 AM,10.455,,,,,
409,2019/12/14 07:00:00 AM,10.455,,,,,
410,2019/12/14 08:00:00 AM,10.455,,,,,
411,2019/12/14 09:00:00 AM,14.134,,,,,
412,2019/12/14 10:00:00 AM,18.711,,,,,
413,2019/12/14 11:00:00 AM,22.812,,,,,
414,2019/12/14 12:00:00 PM,21.664,,,,,
415,2019/12/14 01:00:00 PM,21.664,,,,,
416,2019/12/14 02:00:00 PM,21.569,,,,,
417,2019/12/14 03:00:00 PM,21.473,,,,,
418,2019/12/14 04:00:00 PM,21.473,,,,,
419,2019/12/14 05:00:00 PM,21.378,,,,,
420,2019/12/14 06:00:00 PM,21.473,,,,,
421,2019/12/14 07:00:00 PM,21.473,,,,,
422,2019/12/14 08:00:00 PM,21.473,,,,,
423,2019/12/14 09:00:00 PM,17.570,,,,,
424,2019/12/14 10:00:00 PM,12.787,,,,,
425,2019/12/14 11:00:00 PM,10.846,,,,,
426,2019/12/15 12:00:00 AM,10.553,,,,,
427,2019/12/15 01:00:00 AM,10.553,,,,,
428,2019/12/15 02:00:00 AM,10.455,,,,,
429,2019/12/15 03:00:00 AM,10.455,,,,,
430,2019/12/15 04:00:00 AM,10.455,,,,,
431,2019/12/15 05:00:00 AM,10.455,,,,,
432,2019/12/15 06:00:00 AM,10.455,,,,,
433,2019/12/15 07:00:00 AM,10.455,,,,,
434,2019/12/15 08:00:00 AM,10.455,,,,,
435,2019/12/15 09:00:00 AM,14.134,,,,,
436,2019/12/15 10:00:00 AM,18.806,,,,,
437,2019/12/15 11:00:00 AM,21.187,,,,,
438,2019/12/15 12:00:00 PM,21.473,,,,,
439,2019/12/15 01:00:00 PM,21.473,,,,,
440,2019/12/15 02:00:00 PM,21.473,,,,,
441,2019/12/15 03:00:00 PM,21.473,,,,,
442,2019/12/15 04:00:00 PM,21.473,,,,,
443,2019/12/15 05:00:00 PM,21.473,,,,,
444,2019/12/15 06:00:00 PM,21.473,,,,,
445,2019/12/15 07:00:00 PM,21.378,,,,,
446,2019/12/15 08:00:00 PM,21.473,,,,,
447,2019/12/15 09:00:00 PM,17.665,,,,,
448,2019/12/15 10:00:00 PM,12.883,,,,,
449,2019/12/15 11:00:00 PM,10.846,,,,,
450,2019/12/16 12:00:00 AM,10.553,,,,,
451,2019/12/16 01:00:00 AM,10.455,,,,,
452,2019/12/16 02:00:00 AM,10.357,,,,,
453,2019/12/16 03:00:00 AM,10.357,,,,,
454,2019/12/16 04:00:00 AM,10.357,,,,,
455,2019/12/16 05:00:00 AM,10.357,,,,,
456,2019/12/16 06:00:00 AM,10.357,,,,,
457,2019/12/16 07:00:00 AM,10.455,,,,,
458,2019/12/16 08:00:00 AM,10.553,,,,,
459,2019/12/16 09:00:00 AM,14.134,,,,,
460,2019/12/16 10:00:00 AM,18.711,,,,,
461,2019/12/16 11:00:00 AM,21.187,,,,,
462,2019/12/16 12:00:00 PM,21.473,,,,,
463,2019/12/16 01:00:00 PM,21.664,,,,,
464,2019/12/16 02:00:00 PM,21.473,,,,,
465,2019/12/16 03:00:00 PM,21.282,,,,,
466,2019/12/16 04:00:00 PM,21.282,,,,,
467,2019/12/16 05:00:00 PM,21.187,,,,,
468,2019/12/16 06:00:00 PM,21.187,,,,,
469,2019/12/16 07:00:00 PM,21.187,,,,,
470,2019/12/16 08:00:00 PM,21.282,,,,,
471,2019/12/16 09:00:00 PM,16.999,,,,,
472,2019/12/16 10:00:00 PM,12.013,,,,,
473,2019/12/16 11:00:00 PM,10.455,,,,,
474,2019/12/17 12:00:00 AM,10.259,,,,,
475,2019/12/17 01:00:00 AM,10.259,,,,,
476,2019/12/17 02:00:00 AM,10.259,,,,,
477,2019/12/17 03:00:00 AM,10.259,,,,,
478,2019/12/17 04:00:00 AM,10.259,,,,,
479,2019/12/17 05:00:00 AM,10.357,,,,,
480,2019/12/17 06:00:00 AM,10.259,,,,,
481,2019/12/17 07:00:00 AM,10.259,,,,,
482,2019/12/17 08:00:00 AM,10.259,,,,,
483,2019/12/17 09:00:00 AM,14.325,,,,,
484,2019/12/17 10:00:00 AM,19.187,,,,,
485,2019/12/17 11:00:00 AM,21.187,,,,,
486,2019/12/17 12:00:00 PM,21.282,,,,,
487,2019/12/17 01:00:00 PM,21.282,,,,,
488,2019/12/17 02:00:00 PM,21.187,,,,,
489,2019/12/17 03:00:00 PM,21.187,,,,,
490,2019/12/17 04:00:00 PM,21.282,,,,,
491,2019/12/17 05:00:00 PM,21.282,,,,,
492,2019/12/17 06:00:00 PM,21.282,,,,,
493,2019/12/17 07:00:00 PM,21.187,,,,,
494,2019/12/17 08:00:00 PM,21.282,,,,,
495,2019/12/17 09:00:00 PM,16.999,,,,,
496,2019/12/17 10:00:00 PM,12.013,,,,,
497,2019/12/17 11:00:00 PM,10.455,,,,,
498,2019/12/18 12:00:00 AM,10.259,,,,,
499,2019/12/18 01:00:00 AM,10.259,,,,,
500,2019/12/18 02:00:00 AM,10.259,,,,,
501,2019/12/18 03:00:00 AM,10.259,,,,,
502,2019/12/18 04:00:00 AM,10.161,,,,,
503,2019/12/18 05:00:00 AM,10.161,,,,,
504,2019/12/18 06:00:00 AM,10.161,,,,,
505,2019/12/18 07:00:00 AM,10.259,,,,,
506,2019/12/18 08:00:00 AM,10.259,,,,,
