"Plot Title: 13"
"#","Date Time, GMT-08:00","Temp, °C (LGR S/N: 2262353, SEN S/N: 2262353)","Coupler Attached (LGR S/N: 2262353)","Host Connected (LGR S/N: 2262353)","Coupler Detached (LGR S/N: 2262353)","End Of File (LGR S/N: 2262353)"
1,2019/12/17 01:00:00 PM,13.173,,,,
2,2019/12/17 02:00:00 PM,4.415,,,,
3,2019/12/17 03:00:00 PM,4.415,,,,
4,2019/12/17 04:00:00 PM,4.415,,,,
5,2019/12/17 05:00:00 PM,4.415,,,,
6,2019/12/17 06:00:00 PM,4.415,,,,
7,2019/12/17 07:00:00 PM,4.415,,,,
8,2019/12/17 08:00:00 PM,4.415,,,,
9,2019/12/17 09:00:00 PM,4.415,,,,
10,2019/12/17 10:00:00 PM,4.415,,,,
11,2019/12/17 11:00:00 PM,4.415,,,,
12,2019/12/18 12:00:00 AM,4.415,,,,
13,2019/12/18 01:00:00 AM,4.415,,,,
14,2019/12/18 02:00:00 AM,4.415,,,,
15,2019/12/18 03:00:00 AM,4.415,,,,
16,2019/12/18 04:00:00 AM,4.415,,,,
17,2019/12/18 05:00:00 AM,4.415,,,,
18,2019/12/18 06:00:00 AM,4.415,,,,
19,2019/12/18 07:00:00 AM,4.415,,,,
20,2019/12/18 08:00:00 AM,4.415,,,,
21,2019/12/18 09:00:00 AM,4.415,,,,
22,2019/12/18 10:00:00 AM,4.415,,,,
23,2019/12/18 11:00:00 AM,4.415,,,,
24,2019/12/18 12:00:00 PM,4.415,,,,
25,2019/12/18 01:00:00 PM,4.415,,,,
26,2019/12/18 02:00:00 PM,4.415,,,,
27,2019/12/18 03:00:00 PM,4.415,,,,
28,2019/12/18 04:00:00 PM,4.415,,,,
29,2019/12/18 05:00:00 PM,4.415,,,,
30,2019/12/18 06:00:00 PM,4.415,,,,
31,2019/12/18 07:00:00 PM,4.415,,,,
32,2019/12/18 08:00:00 PM,4.415,,,,
33,2019/12/18 09:00:00 PM,4.415,,,,
34,2019/12/18 10:00:00 PM,4.415,,,,
35,2019/12/18 11:00:00 PM,4.415,,,,
36,2019/12/19 12:00:00 AM,4.415,,,,
37,2019/12/19 01:00:00 AM,4.415,,,,
38,2019/12/19 02:00:00 AM,4.415,,,,
39,2019/12/19 03:00:00 AM,4.415,,,,
40,2019/12/19 04:00:00 AM,4.415,,,,
41,2019/12/19 05:00:00 AM,4.415,,,,
42,2019/12/19 06:00:00 AM,4.415,,,,
43,2019/12/19 07:00:00 AM,4.415,,,,
44,2019/12/19 08:00:00 AM,4.415,,,,
45,2019/12/19 09:00:00 AM,4.415,,,,
46,2019/12/19 10:00:00 AM,4.415,,,,
47,2019/12/19 11:00:00 AM,4.415,,,,
48,2019/12/19 12:00:00 PM,4.415,,,,
49,2019/12/19 01:00:00 PM,4.415,,,,
50,2019/12/19 02:00:00 PM,4.415,,,,
51,2019/12/19 03:00:00 PM,4.415,,,,
52,2019/12/19 04:00:00 PM,4.415,,,,
53,2019/12/19 05:00:00 PM,4.415,,,,
54,2019/12/19 06:00:00 PM,4.415,,,,
55,2019/12/19 07:00:00 PM,4.415,,,,
56,2019/12/19 08:00:00 PM,4.415,,,,
57,2019/12/19 09:00:00 PM,4.415,,,,
58,2019/12/19 10:00:00 PM,4.415,,,,
59,2019/12/19 11:00:00 PM,4.415,,,,
60,2019/12/20 12:00:00 AM,4.415,,,,
61,2019/12/20 01:00:00 AM,4.415,,,,
62,2019/12/20 02:00:00 AM,4.415,,,,
63,2019/12/20 03:00:00 AM,4.415,,,,
64,2019/12/20 04:00:00 AM,4.415,,,,
65,2019/12/20 05:00:00 AM,4.415,,,,
66,2019/12/20 06:00:00 AM,4.415,,,,
67,2019/12/20 07:00:00 AM,4.415,,,,
68,2019/12/20 08:00:00 AM,4.415,,,,
