day,population,treatment,indiv,flask,species,bbch.t,percent.t,count.t,bbch.l,percent.l,bbch2.l,percent2.l,bbch3.l,percent3.l,bud.count,flowering,bbch4.t,percent4.t,comments,
113,mp,LHH,NA,34,shecan,17,100,2,17,70,3,20,NA,NA,NA,y,NA,NA,,
113,sm,LHH,NA,34,alninc,15,100,1,15,25,11,50,10,25,8,NA,NA,NA,,
113,sm,LHH,NA,34,amealn,17,100,3,17,50,11,10,9,25,13,NA,NA,NA,,
113,sm,LHH,NA,34,riblac,9,100,1,15,10,9,30,3,50,16,NA,NA,NA,,
113,sm,LHH,NA,34,vibedu,17,50,2,17,55,9,10,3,35,17,NA,15,50,,
113,mp,LHH,NA,35,loninv,17,100,1,7,25,3,50,1,25,8,NA,NA,NA,,
113,mp,LHH,NA,35,popbal,17,100,1,11,20,10,20,7,20,5,NA,NA,NA,remaining buds dead,
113,mp,LHH,NA,35,spibet,15,100,1,15,100,NA,NA,NA,NA,NA,NA,NA,NA,,
113,mp,LHH,NA,35,vibedu,17,100,1,3,100,NA,NA,NA,NA,12,NA,NA,NA,,
113,sm,LHH,NA,35,betpap,3,100,1,15,60,9,20,3,20,5,NA,NA,NA,remaining buds dead,
113,sm,LHH,2,35,menfer,15,10,9,17,20,11,50,10,20,14,y,,,,
113,sm,LHH,11,35,menfer,3,80,11,15,15,11,15,9,40,NA,NA,NA,NA,,
113,sm,LHH,NA,35,symalb,NA,NA,NA,17,10,11,10,7,40,20,NA,NA,NA,sv,
113,mp,LHH,NA,36,alnvir,17,50,2,15,20,3,80,,,9,NA,15,50,remaining bud green inside but dry,
113,mp,LHH,NA,36,menfer,1,100,4,17,10,9,30,1,60,22,NA,NA,NA,,
113,mp,LHH,NA,36,poptre,17,50,2,17,85,1,15,,,11,NA,3,50,,
113,mp,LHH,NA,36,rubpar,9,100,1,17,20,9,20,3,40,5,y,NA,NA,,
113,sm,LHH,13,36,acegla,1,100,1,1,75,0,25,NA,NA,NA,NA,NA,NA,dead,
113,sm,LHH,11,36,sorsco,17,100,1,3,100,NA,NA,NA,NA,NA,NA,NA,NA,,
113,sm,LHH,11,36,vibedu,17,40,5,17,70,10,15,3,15,24,y,7,35,,
113,sm,LHH,2,36,vibedu,17,100,3,17,80,10,15,NA,NA,13,NA,NA,NA,,
113,mp,LHH,NA,37,alnvir,17,50,2,3,100,NA,NA,NA,NA,10,NA,3,50,remaining bud green inside but dry,
113,mp,LHH,NA,37,loninv,17,20,5,1,100,NA,NA,NA,NA,4,y,7,20,,
113,mp,LHH,NA,37,poptre,9,50,2,17,100,NA,NA,NA,NA,14,NA,3,50,,
113,mp,LHH,NA,37,vibedu,17,100,2,17,20,9,15,3,65,NA,NA,NA,NA,,
113,sm,LHH, b,37,poptre,17,100,2,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,,
113,sm,LHH,NA,37,sorsco,17,33,3,NA,NA,NA,NA,NA,NA,NA,NA,1,66,,
113,sm,LHH,NA,37,symalb,NA,NA,NA,3,50,1,25,0,25,NA,NA,NA,NA,sv,
113,sm,LHH,3,37,vibedu,17,100,1,15,30,11,30,3,15,7,NA,NA,NA,,
113,mp,LHH,NA,38,popbal,17,100,1,17,80,15,20,,,NA,NA,NA,NA,,
113,mp,LHH,NA,38,rubpar,11,100,1,17,50,15,50,NA,NA,4,NA,NA,NA,turned yellow,
113,mp,LHH,NA,38,samrac,15,100,2,17,50,11,50,NA,NA,2,NA,,,,
113,mp,LHH,NA,38,shecan,15,75,3,15,30,3,70,NA,NA,25,y,3,25,,
113,sm,LHH,A,38,spibet,11,100,1,11,50,7,50,NA,NA,6,NA,NA,NA,,
113,sm,LHH,unknown,38,spibet,0,100,1,17,50,3,50,NA,NA,6,NA,NA,NA,,
113,sm,LHH,A,38,symalb,NA,NA,NA,7,15,3,50,1,30,NA,NA,NA,NA,sv,
113,sm,LHH,B,38,symalb,NA,NA,NA,7,10,3,50,1,30,NA,NA,NA,NA,sv,
113,sm,LHH,NA,38,vacmem,3,100,4,3,20,1,40,0,40,NA,NA,NA,NA,dead,
113,mp,LHH,NA,39,acegla,1,100,8,17,50,1,50,NA,NA,6,NA,NA,NA,,
113,mp,LHH,NA,39,corsto,17,100,6,17,65,15,30,NA,NA,6,NA,9,75,,
113,mp,LHH,NA,39,samrac,15,50,2,3,100,NA,NA,NA,NA,NA,y,3,50,remaining buds dead,
113,mp,LHH,NA,39,shecan,15,100,1,15,40,3,60,NA,NA,24,y,NA,NA,,
113,sm,LHH,NA,39,betpap,17,100,2,15,20,10,80,NA,NA,5,NA,NA,NA,,
113,sm,LHH,NA,39,menfer,17,30,7,11,10,7,10,3,80,15,NA,3,70,,
113,sm,LHH,NA,39,sorsco,11,50,2,NA,NA,NA,NA,NA,NA,NA,NA,3,50,,
113,sm,LHH,NA,39,vacmem,3,100,NA,15,20,10,10,3,60,NA,NA,1,10,,
113,mp,LHH,NA,40,corsto,17,100,5,17,100,NA,NA,NA,NA,11,NA,NA,NA,,
113,mp,LHH,NA,40,rhoalb,17,100,1,15,30,10,15,3,55,8,NA,NA,NA,,
113,mp,LHH,NA,40,rubpar,1,100,1,17,25,7,25,3,50,NA,NA,NA,NA,sv,
113,mp,LHH,NA,40,shecan,17,100,1,17,15,11,15,3,70,24,NA,NA,NA,,
113,sm,LHH,1,40,alninc,17,100,2,15,40,11,20,9,20,10,NA,NA,NA,,
113,sm,LHH,5,40,amealn,10,40,5,11,40,10,25,9,35,23,NA,3,60,,
113,sm,LHH, cl,40,symalb,NA,NA,NA,17,5,7,45,3,40,NA,NA,NA,NA,sv,
113,sm,LHH,4,40,vibedu,17,100,1,17,50,11,20,3,30,14,NA,NA,NA,,
113,mp,LHL,NA,1,amealn,15,30,6,15,20,11,35,9,35,24,NA,11,70,,
113,mp,LHL,NA,1,menfer,1,65,12,7,30,0,70,NA,NA,9,NA,NA,NA,sv,
113,mp,LHL,NA,1,poptre,17,25,8,NA,NA,NA,NA,NA,NA,NA,NA,9,25,50% bud burst,
113,mp,LHL,NA,1,rhoalb,15,100,4,15,15,11,5,9,5,21,NA,NA,NA,,
113,sm,LHL,NA,1,acegla,3,100,1,15,20,9,10,3,50,10,NA,NA,NA,,
113,sm,LHL,NA,1,corsto,17,40,5,15,80,10,20,NA,NA,NA,NA,11,60,,
113,sm,LHL,NA,1,spibet,15,100,1,3,95,NA,NA,NA,NA,NA,NA,NA,NA,,
113,mp,LHL,10,2,popbal,17,100,1,17,100,,,,,4,NA,NA,NA,,
113,mp,LHL,9,2,rhoalb,17,100,2,17,100,NA,NA,NA,NA,NA,NA,NA,NA,,
113,mp,LHL,2,2,samrac,15,100,1,9,100,NA,NA,NA,NA,2,NA,NA,NA,,
113,mp,LHL,7,2,vibedu,17,20,10,15,100,NA,NA,NA,NA,2,y,3,80,,
113,sm,LHL,3,2,amealn,15,50,2,11,25,10,25,7,20,16,NA,11,50,,
113,sm,LHL,10,2,poptre,17,55,11,NA,NA,NA,NS,NA,NA,1,NA,15,20,,
113,sm,LHL,7,2,shecan,17,50,2,15,80,11,15,3,5,NA,y,15,50,,
113,sm,LHL, A29,2,spibet,17,100,1,7,25,3,50,7,25,4,NA,NA,NA,,
113,mp,LHL,6,3,popbal,17,100,1,17,40,11,20,3,40,5,NA,NA,NA,sv,
113,mp,LHL,sg,3,rubpar,17,100,1,17,30,7,55,3,15,6,NA,NA,NA,sv,
113,mp,LHL,NA,3,spibet,7,100,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
113,mp,LHL,atml,3,vibedu,3,100,1,15,30,3,70,,,NA,y,NA,NA,,
113,sm,LHL,5,3,betpap,15,100,1,15,50,11,30,10,20,6,NA,NA,NA,,
113,sm,LHL,5,3,loninv,3,100,1,17,25,9,15,7,25,8,NA,NA,NA,,
113,sm,LHL,8,3,menfer,1,64,14,11,20,9,35,0,60,14,NA,NA,NA,,
113,sm,LHL, cl,3,symalb,NA,NA,NA,15,5,9,10,3,20,NA,NA,NA,NA,,
113,mp,LHL,10,4,alninc,17,100,1,17,30,15,15,10,30,7,NA,NA,NA,,
113,mp,LHL,2,4,popbal,17,100,1,17,25,9,25,3,50,4,NA,NA,NA,dead,
113,mp,LHL,tml,4,spibet,15,100,1,9,30,3,30,1,40,6,NA,NA,NA,,
113,mp,LHL,tml-unbranched,4,spibet,7,100,1,1,100,NA,NA,NA,NA,6,NA,NA,NA,,
113,sm,LHL,8,4,popbal,15,100,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
113,sm,LHL, C,4,poptre,17,60,5,17,60,3,40,,,7,NA,3,40,,
113,Sm,LHL,7,4,shecan,15,100,1,15,50,11,25,9,5,12,NA,NA,NA,,
113,sm,LHL, oc21,4,vacmem,3,10,6,17,20,3,50,0,30,NA,NA,NA,NA,,
113,mp,LHL,10,5,loninv,10,100,1,7,15,3,85,NA,NA,6,y,NA,NA,,
113,mp,LHL,3,5,riblac,1,100,6,17,5,11,5,10,35,18,NA,NA,NA,dead,
113,mp,LHL,tml,5,rubpar,0,100,1,1,50,NA,NA,NA,NA,3,NA,NA,NA,,
113,mp,LHL,11,5,samrac,15,50,2,15,50,3,50,NA,NA,2,NA,3,50,,
113,sm,LHL,5,5,betpap,11,100,2,11,15,10,50,9,25,8,NA,NA,NA,,
113,sm,LHL,5,5,loninv,11,30,7,1,30,0,70,NA,NA,34,y,7,30,sv,
113,sm,LHL, A,5,popbal,15,100,1,17,75,15,25,NA,NA,4,NA,NA,NA,,
113,sm,LHL, A34,5,spibet,17,20,5,17,10,10,10,7,10,14,NA,3,80,,
113,mp,LHL,3,6,alninc,15,100,2,15,40,11,40,10,20,8,NA,10,50,,
113,mp,LHL,4,6,alninc,17,100,3,17,5,15,40,11,40,15,NA,11,70,sv,
113,mp,LHL,6,6,amealn,3,100,4,7,5,3,75,1,20,20,NA,NA,NA,sv,
113,mp,LHL,9,6,rubpar,1,100,1,15,50,3,50,NA,NA,4,NA,NA,NA,sv,
113,sm,LHL,10,6,betpap,15,30,3,15,20,11,10,10,65,11,NA,11,70,remaining bud dead,
113,sm,LHL,9,6,loninv,7,100,1,17,50,15,15,7,15,6,NA,NA,NA,remaining buds are dead,
113,sm,LHL, cl,6,rubpar,7,100,1,17,25,9,75,NA,NA,4,y,NA,NA,,
113,sm,LHL, cl,6,rubpar,0,100,1,0,100,NA,NA,NA,NA,4,NA,NA,NA,buds are green but dry,
113,sm,LHL,7,6,shecan,15,100,1,15,80,11,15,3,5,NA,y,NA,NA,,
113,mp,LHL,8,7,menfer,3,100,12,15,10,9,5,7,10,27,y,NA,NA,,
113,mp,LHL,6,7,riblac,3,100,3,17,20,9,10,7,5,21,NA,NA,NA,,
113,mp,LHL,13,7,sorsco,17,100,1,1,100,NA,NA,NA,NA,NA,y,NA,NA,,
113,mp,LHL,11,7,vacmem,3,100,17,15,5,11,5,3,80,NA,NA,NA,NA,sv,
113,sm,LHL,6,7,alnvir,17,100,1,15,15,11,30,10,50,6,NA,NA,NA,,
113,sm,LHL, oc21,7,vacmem,3,100,7,7,5,3,50,1,45,NA,y,NA,NA,,
113,mp,LHL,2,8,amealn,15,100,1,9,10,7,90,,,9,NA,NA,NA,,
113,mp,LHL,6,8,corsto,17,100,1,17,75,11,15,7,10,8,NA,NA,NA,,
113,mp,LHL,8,8,menfer,1,85,14,11,5,7,15,3,50,19,y,NA,NA,,
113,mp,LHL,9,8,popbal,17,50,2,NA,NA,NA,NA,NA,NA,NA,NA,15,50,,
113,sm,LHL,13,8,acegla,9,100,1,15,25,11,10,9,15,12,y,NA,NA,,
113,sm,LHL,9,8,menfer,1,50,13,17,5,9,5,0,90,14,NA,NA,NA,,
113,sm,LHL,12,8,popbal,17,100,1,17,50,15,50,,,8,NA,NA,NA,,
113,sm,LHL,3,8,popbal,17,100,1,17,50,11,50,,,8,NA,NA,NA,,
113,mp,LHL,8,9,samrac,17,50,2,10,50,1,50,NA,NA,NA,NA,11,50,,
113,mp,LHL,6,9,shecan,15,100,1,15,65,11,30,3,5,NA,y,NA,NA,,
113,mp,LHL,tml,9,spibet,9,100,1,7,100,NA,NA,NA,NA,NA,NA,NA,NA,,
113,mp,LHL,wjt,9,spipyr,17,100,1,17,50,9,50,NA,NA,NA,NA,NA,NA,,
113,sm,LHL,13,9,acegla,7,100,2,15,10,10,30,9,15,12,y,NA,NA,"died, buds dried ",
113,sm,LHL,12,9,popbal,17,100,3,NA,NA,NA,NA,NA,NA,NA,NA,,,,
113,sm,LHL,7,9,sorsco,17,50,1,1,50,0,50,NA,NA,1,y,1,50,,
113,mp,LHL,7,10,acegla,17,30,3,15,5,10,15,3,30,14,NA,10,15,,
113,mp,LHL,11,10,shecan,15,20,8,15,45,11,20,10,10,21,yf,3,80,,
113,mp,LHL,NA,10,spipyr,3,100,1,17,20,17,30,11,10,10,NA,NA,NA,,
113,mp,LHL,A,10,vacmem,3,100,8,3,20,1,80,NA,NA,NA,NA,NA,NA,buds are green but dry,
113,sm,LHL, 3b-A,10,riblac,1,100,1,15,15,10,15,3,30,14,NA,NA,NA,,
113,sm,LHL, 3b,10,riblac,1,100,1,11,50,10,10,7,5,14,NA,NA,NA,,
113,sm,LHL,8,10,shecan,17,100,1,15,50,11,30,9,10,15,y,NA,NA,,
113,mp,LHL,8,11,menfer,1,100,3,1,40,0,60,NA,NA,14,y,NA,NA,,
113,mp,LHL,2,11,shecan,15,100,1,15,80,10,10,3,10,NA,y,NA,NA,,
113,mp,LHL,wjt,11,spipyr,3,100,1,17,10,15,15,9,5,5,33,NA,NA,,
113,mp,LHL,tml,11,vacmem,11,40,12,17,25,3,75,NA,NA,NA,NA,3,60,,
113,sm,LHL,9,11,acegla,10,25,4,15,25,11,45,9,25,13,y,9,75,,
113,sm,LHL,4,11,alninc,15,100,1,11,25,9,75,NA,NA,4,NA,NA,NA,,
113,sm,LHL,7,11,amealn,17,100,1,17,10,11,20,9,80,10,y,NA,NA,died,
113,sm,LHL,3,11,symalb,NA,NA,NA,17,5,11,5,3,40,NA,NA,NA,NA,,
113,mp,LHL,6,12,amealn,17,35,3,15,5,10,20,9,75,21,y,7,30,,
113,mp,LHL,6,12,amealn,15,100,2,10,15,9,55,7,30,13,y,NA,NA,,
113,mp,LHL,9,12,sorsco,17,50,2,15,35,11,25,1,25,8,NA,15,50,sv,
113,mp,LHL,9,12,sorsco,15,100,1,15,25,11,50,3,25,4,NA,NA,NA,remaining buds are dead,
113,sm,LHL,NA,12,alninc,17,100,1,15,20,11,30,10,30,10,NA,NA,NA,,
113,sm,LHL,NA,12,amealn,17,100,2,17,30,10,30,9,40,6,NA,NA,NA,,
113,sm,LHL,NA,12,sorsco,0,100,1,0,100,NA,NA,NA,NA,3,NA,NA,NA,dead,
113,sm,LHL,NA,12,vibedu,17,100,2,17,70,10,15,9,5,14,y,NA,NA,,
113,mp,LHL,3,13,acegla,15,100,2,10,10,3,80,NA,NA,18,NA,NA,NA,,
113,mp,LHL,10,13,alninc,15,100,2,15,25,10,40,7,35,8,NA,,,,
113,mp,LHL,2,13,shecan,15,100,1,15,25,11,5,3,50,NA,y,NA,NA,,
113,mp,LHL,wjt,13,spipyr,1,100,1,17,20,10,20,1,60,5,NA,NA,NA,,
113,sm,LHL,10,13,betpap,15,100,2,15,100,NA,NA,NA,2,NA,NA,,,,
113,sm,LHL,1,13,corsto,17,100,1,17,50,7,25,3,25,NA,NA,NA,NA,,
113,sm,LHL,2,13,menfer,3,80,20,10,5,9,10,7,5,NA,28,0,20,died,
113,sm,LHL, cl,13,rubpar,7,100,2,17,30,10,35,3,35,NA,y,NA,NA,buds dried,
113,mp,LHL,7,14,acegla,9,10,9,10,10,3,60,1,20,NA,y,NA,NA,died,
113,mp,LHL,10,14,loninv,NA,NA,NA,1,80,0,20,NA,NA,10,NA,NA,NA,remaining buds are dead,
113,mp,LHL,10,14,menfer,1,65,6,10,10,9,10,0,80,10,NA,0,35,,
113,mp,LHL,bski,14,poptre,17,5,16,NA,NA,NA,NA,NA,NA,NA,NA,10,15,,
113,sm,LHL,7,14,acegla,7,20,5,10,10,3,20,0,70,10,y,NA,NA,,
113,sm,LHL,10,14,alnvir,15,100,2,15,70,11,20,10,10,6,NA,NA,NA,,
113,sm,LHL, cl,14,rubpar,9,100,1,17,30,7,70,NA,NA,3,y,NA,NA,sv,
113,sm,LHL, cl,14,rubpar,NA,NA,NA,17,30,15,30,3,40,NA,y,NA,NA,sv,
113,mp,LHL,4,15,alninc,15,100,1,15,70,9,30,NA,NA,7,NA,NA,NA,,
113,mp,LHL,9,15,rubpar,NA,NA,NA,17,25,3,75,NA,NA,5,NA,NA,NA,remaining buds are dead,
113,mp,LHL,2,15,spipyr,1,100,1,17,100,NA,NA,NA,NA,5,NA,NA,NA,,
113,mp,LHL,2,15,vibedu,11,100,1,15,40,3,60,NA,NA,NA,NA,NA,NA,,
113,sm,LHL, A,15,corsto,17,100,1,17,50,15,25,9,15,8,y,NA,NA,,
113,sm,LHL, C,15,poptre,17,80,5,11,100,NA,NA,NA,NA,1,NA,11,20,,
113,sm,LHL,NA,15,symalb,NA,NA,NA,7,30,3,30,0,40,NA,NA,NA,NA,,
113,sm,LHL,NA,15,symalb,NA,NA,NA,3,70,0,30,NA,NA,NA,NA,NA,NA,,
113,mp,LHL,10,16,riblac,1,100,3,10,10,9,20,7,50,17,NA,NA,NA,,
113,mp,LHL,LL,16,symalb,NA,NA,NA,15,10,11,10,9,20,NA,y,NA,NA,,
113,mp,LHL,Tml,16,vacmem,15,20,NA,15,30,10,5,3,50,NA,y,3,90,tunred red and died,
113,mp,LHL,11,16,vibedu,17,100,1,15,25,3,75,NA,NA,8,NA,NA,NA,,
113,sm,LHL,NA,16,alnvir,15,100,3,15,25,11,30,10,10,11,NA,NA,NA,,
113,sm,LHL,NA,16,riblac,17,60,5,17,15,15,10,3,60,32,NA,11,40,,
113,sm,LHL,NA,16,vibedu,17,100,2,17,85,10,5,NA,NA,13,y,NA,NA,,
113,mp,LHL,1,17,alnvir,17,35,3,17,15,10,25,9,50,8,NA,11,70,remaining buds are dead,
113,mp,LHL,10,17,popbal,17,100,1,17,50,15,50,,,4,NA,NA,NA,,
113,mp,LHL,tml,17,spibet,9,100,1,0,100,NA,NA,NA,NA,NA,NA,NA,NA,,
113,mp,LHL,eg,17,symalb,NA,NA,NA,17,5,15,10,9,20,NA,y,NA,NA,,
113,sm,LHL,NA,17,amealn,17,100,1,17,30,11,20,9,10,10,NA,NA,NA,,
113,sm,LHL,NA,17,loninv,17,100,2,17,10,9,5,3,60,24,NA,NA,NA,remaining buds are dead,
113,sm,LHL,NA,17,riblac,17,50,2,17,25,15,30,10,40,18,NA,9,50,,
113,sm,LHL,NA,17,shecan,15,100,1,17,80,15,20,NA,NA,NA,NA,NA,NA,,
113,sm,LHL,NA,17,vibedu,17,100,1,17,100,NA,NA,NA,NA,11,y,NA,NA,,
113,mp,LHL,10,18,alninc,15,70,7,NA,NA,NA,NA,NA,NA,NA,NA,11,30,,
113,mp,LHL,6,18,popbal,17,100,1,17,100,,,NA,NA,2,NA,NA,NA,,
113,mp,LHL,8,18,samrac,9,50,2,11,100,,,NA,NA,2,NA,3,50,,
113,mp,LHL,9,18,samrac,15,50,2,15,25,10,25,3,50,4,NA,3,50,remaining buds are dead,
113,sm,LHL,2,18,acegla,10,100,4,10,30,9,20,7,20,10,NA,NA,NA,dead,
113,sm,LHL,9,18,acegla,9,30,3,9,30,7,15,3,25,12,NA,NA,NA,dead,
113,sm,LHL,2,18,alninc,15,50,2,15,30,11,45,9,20,9,NA,3,50,,
113,sm,LHL,12,18,sorsco,17,50,2,7,20,1,80,NA,NA,5,y,15,50,,
113,mp,LHL,NA,19,corsto,17,100,1,17,60,15,10,10,20,10,y,NA,NA,,
113,mp,LHL,NA,19,rhoalb,17,100,1,17,60,7,10,3,30,8,NA,NA,NA,,
113,mp,LHL,8,19,vibedu,17,100,1,11,10,9,70,3,20,9,NA,NA,NA,,
113,mp,LHL,11,19,vibedu,15,100,1,17,10,3,85,0,5,18,NA,NA,NA,,
113,sm,LHL,NA,19,loninv,17,100,5,17,25,10,35,9,5,23,y,NA,NA,,
113,sm,LHL,NA,19,riblac,NA,NA,NA,17,20,15,60,9,15,7,NA,NA,NA,,
113,sm,LHL,NA,19,spibet,11,100,1,17,20,3,80,NA,NA,5,NA,NA,NA,sv,
113,sm,LHL,NA,19,spipyr,3,100,4,11,5,3,40,1,30,32,NA,NA,NA,sv,
113,mp,LHL,1,20,corsto,15,100,2,10,40,9,30,3,30,7,NA,NA,NA,,
113,mp,LHL,5,20,corsto,17,60,5,17,15,11,30,3,55,6,y,15,40,,
113,mp,LHL,11,20,rhoalb,17,40,5,3,80,0,20,NA,NA,NA,NA,15,60,,
113,mp,LHL,7,20,vibedu,10,100,1,15,25,11,15,3,60,8,NA,NA,NA,,
113,sm,LHL, D,20,poptre,11,30,9,17,50,1,50,NA,NA,2,NA,9,30,,
113,sm,LHL,NA,20,rubpar,0,100,1,15,25,9,50,0,25,4,NA,NA,NA,remaining buds are dead,
113,sm,LHL,NA,20,spibet,15,100,1,10,10,9,30,3,10,10,NA,NA,NA,,
113,sm,LHL,NA,20,spipyr,17,100,1,11,15,10,30,9,40,7,NA,NA,NA,,
113,mp,LHL,4,21,alnvir,17,100,1,15,5,11,25,9,30,13,NA,NA,NA,remaing buds dead,
113,mp,LHL,3,21,rhoalb,17,100,8,10,30,7,70,NA,NA,3,NA,NA,NA,,
113,mp,LHL,sg,21,rubpar,17,100,1,11,15,10,30,7,55,7,y,NA,NA,"died,",
113,mp,LHL,ll,21,symalb,NA,NA,NA,11,5,1,40,0,55,NA,NA,NA,NA,"died,",
113,sm,LHL,2,21,alnvir,17,100,2,11,40,10,30,9,20,10,NA,NA,NA,,
113,sm,LHL,3,21,amealn,17,100,1,15,15,11,10,9,10,8,NA,NA,NA,,
113,mp,LHL,1,22,alnvir,15,50,4,15,25,11,25,10,30,20,NA,10,75,remaining buds are dead,
113,mp,LHL,3,22,alnvir,17,40,5,15,20,11,25,10,15,15,NA,15,40,remaining buds are dead,
113,mp,LHL,2,22,samrac,17,50,2,17,50,0,50,NA,NA,NA,NA,3,50,,
113,mp,LHL,tml,22,vacmem,17,30,6,3,50,1,25,0,25,NA,NA,3,70,,
113,sm,LHL, A,22,corsto,17,100,1,17,65,3,15,1,15,NA,y,NA,NA,,
113,sm,LHL,7,22,loninv,17,30,3,0,100,NA,NA,NA,NA,NA,NA,3,70,remaining buds are dead,
113,sm,LHL,13,22,menfer,3,100,15,10,10,9,20,0,40,25,y,NA,NA,,
113,sm,LHL,8,22,popbal,17,70,3,17,50,9,50,NA,NA,2,y,10,30,,
113,mp,LHL,10,23,loninv,3,100,2,9,50,0,50,NA,NA,6,NA,NA,NA,,
113,mp,LHL,6,23,poptre,17,15,8,17,100,NA,NA,NA,NA,1,NA,7,10,dead,
113,mp,LHL,tml,23,rubpar,9,100,1,17,25,3,75,NA,NA,NA,y,NA,NA,sv,
113,mp,LHL,Asf,23,sorsco,17,50,2,17,60,15,15,1,25,7,NA,1,50,turned yellow,
113,sm,LHL, 3b,23,riblac,9,15,6,11,45,9,15,0,40,9,NA,3,85,,
113,sm,LHL,NA,23,spibet,10,100,1,17,10,9,10,7,50,10,NA,NA,NA,,
113,sm,LHL,NA,23,spipyr,3,50,4,17,20,10,20,3,40,10,NA,1,50,,
113,sm,LHL,3,23,vibedu,11,50,2,15,40,3,60,NA,NA,8,y,7,50,,
113,mp,LHL,4,24,amealn,7,50,2,7,65,3,35,NA,NA,6,NA,3,50,,
113,mp,LHL,9,24,popbal,17,100,2,NA,NA,NA,NA,NA,NA,NA,NA,,,,
113,sm,LHL,NA,24,betpap,15,100,1,17,25,15,75,NA,NA,4,NA,NA,NA,,
113,sm,LHL,NA,24,sorsco,17,100,1,3,50,1,50,NA,NA,3,NA,NA,NA,remaining buds are dead,
113,sm,LHL,NA,24,sorsco,15,100,1,9,30,3,70,NA,NA,3,NA,NA,NA,remaining buds are dead,
113,sm,LHL,NA,24,vibedu,17,100,1,17,90,7,10,NA,NA,11,NA,NA,NA,,
113,mp,LHL,NA,25,corsto,17,100,1,17,20,15,30,11,30,10,NA,NA,NA,,
113,mp,LHL,NA,25,loninv,17,100,1,10,10,3,10,1,80,8,y,NA,NA,sv,
113,mp,LHL,NA,25,spibet,11,100,1,15,25,9,25,3,50,9,NA,NA,NA,,
113,mp,LHL,NA,25,spipyr,NA,NA,NA,7,10,3,50,0,40,45,NA,NA,NA,,
113,sm,LHL,8,25,popbal,17,100,2,1,100,NA,NA,NA,NA,NA,,,,,
113,sm,LHL, B,25,poptre,17,30,6,1,100,NA,NA,NA,NA,1,NA,9,15,,
113,sm,LHL,NA,25,shecan,11,100,2,15,30,11,10,3,60,NA,y,31,NA,,
113,sm,LHL,NA,25,spibet,9,100,1,9,100,NA,NA,NA,NA,NA,y,NA,NA,,
113,mp,LHL,4,26,alnvir,17,50,2,15,15,10,30,9,30,9,NA,11,50,,
113,mp,LHL,5,26,poptre,17,10,9,NA,NA,NA,NA,NA,NA,NA,NA,11,60,remaining buds dead,
113,mp,LHL,3,26,rhoalb,17,100,4,17,10,3,75,0,15,NA,NA,NA,NA,,
113,mp,LHL,10,26,riblac,17,50,6,17,10,17,70,3,20,10,NA,3,50,,
113,sm,LHL,7,26,amealn,17,100,1,11,80,10,20,NA,NA,5,y,NA,NA,,
113,sm,LHL,6,26,betpap,17,50,2,11,50,9,50,NA,NA,NA,NA,10,50,,
113,sm,LHL, w10,26,rubpar,17,50,2,17,15,1,85,NA,NA,NA,y,1,50,sv,
113,sm,LHL,NA,26,vacmem,3,80,13,11,10,3,50,0,40,NA,y,1,20,leaves turned red,
113,mp,LHL,6,27,popbal,17,100,1,17,20,11,20,9,60,5,NA,NA,NA,,
113,mp,LHL,5,27,poptre,9,15,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
113,mp,LHL,11,27,rhoalb,17,100,6,11,20,10,30,9,20,10,NA,NA,NA,,
113,mp,LHL,11,27,riblac,1,100,3,17,10,10,30,3,60,NA,12,NA,NA,,
113,sm,LHL,6,27,alnvir,11,50,2,15,60,11,10,10,10,10,NA,10,50,,
113,sm,LHL,6,27,amealn,11,100,5,11,35,10,20,7,35,28,NA,NA,NA,,
113,sm,LHL,12,27,sorsco,17,100,1,15,100,NA,NA,NA,NA,NA,NA,NA,NA,,
113,sm,LHL, oc 21,27,vacmem,10,5,20,11,5,9,5,3,40,NA,y,NA,NA,,
113,mp,LHL,10-missing,28,menfer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
113,mp,LHL,csf,28,riblac,17,15,7,17,15,11,20,10,15,30,NA,7,15,rest 3 ,
113,mp,LHL,2,28,spipyr,0,100,6,17,5,11,5,3,90,25,NA,NA,NA,count in wrong column,
113,mp,LHL,2,28,spipyr,0,100,5,0,100,NA,NA,NA,NA,19,NA,NA,NA,,
113,sm,LHL,1,28,alninc,15,100,1,15,50,11,25,10,25,12,NA,NA,NA,,
113,sm,LHL,11,28,corsto,17,100,1,17,50,11,30,3,20,6,NA,NA,NA,,
113,sm,LHL,5,28,sorsco,17,100,1,17,100,NA,NA,NA,NA,1,NA,NA,NA,,
113,sm,LHL, A17,28,spibet,0,100,1,3,20,1,80,NA,NA,NA,NA,NA,NA,,
113,mp,LHL,9,29,rhoalb,17,100,4,17,75,9,25,NA,NA,4,NA,NA,NA,,
113,mp,LHL,Dsf,29,riblac,9,100,3,15,5,10,20,9,35,20,NA,NA,NA,,
113,mp,LHL,9,29,sorsco,17,100,1,1,100,NA,NA,NA,NA,4,NA,NA,NA,,
